
128,0.6,0.5,10,0.1,8,0.01,0.0001,bail,1,0.9116338207247299,fairGNN_gcn
256,0.5,0.2,20,0.001,64,0.01,1e-05,bail,2,0.9033693579148124,fairGNN_gcn
256,0.7,0.69,3,0.0001,4,0.01,1e-05,bail,3,0.8936215299851663,fairGNN_gcn
256,0.3,0.7,5,0.01,4,0.01,0.0001,bail,4,0.9196863742318288,fairGNN_gcn
256,0.3,0.7,7,0.1,128,0.01,0.0001,bail,5,0.9033693579148124,fairGNN_gcn


64,0.5,0.2,1,0.0001,16,0.001,0.01,bail,1,0.9209578300487391,fairGNN_sage
256,0.6,0.7,5,0.01,128,0.001,0.01,bail,2,0.8669209578300487,fairGNN_sage
64,0.6,0.6,4,0.1,4,0.01,0.001,bail,3,0.8705234159779615,fairGNN_sage
64,0.7,0.3,6,0.1,16,0.001,0.0001,bail,4,0.839584657766476,fairGNN_sage
256,0.7,0.4,4,0.01,8,0.01,1e-05,bail,5,0.8463657554566646,fairGNN_sage


128,0.5,0.7,40,0.0001,128,0.001,0.0001,bail,1,0.8431871159143887,fairGNN_gat
16,0.6,0.69,5,0.1,4,0.001,0.01,bail,2,0.9018859927950837,fairGNN_gat
256,0.3,0.69,1,0.1,16,0.0001,0.001,bail,3,0.8052553507098962,fairGNN_gat
64,0.3,0.4,40,0.01,8,0.01,0.01,bail,4,0.8921381648654376,fairGNN_gat
64,0.6,0.6,4,0.01,4,0.01,0.0001,bail,5,0.8628946810764992,fairGNN_gat
